genre_ids,origin_country,original_language,popularity,vote_average,vote_count,year
"[80, 10759, 18]",['KR'],ko,7.6491,8.461,76,2023.0
"[35, 18]","['DE', 'AT']",de,9.6185,8.0,1,2024.0
[35],['US'],en,9.206,7.1,135,1998.0
"[35, 18]",['KR'],ko,8.5945,7.616,82,2025.0
"[9648, 18, 10759]",['KR'],ko,8.4183,8.504,235,2023.0
"[99, 10763]",['IT'],it,10.5509,0.0,0,1997.0
"[10759, 16, 35, 10765]",['JP'],ja,10.7668,7.8,305,2008.0
[35],['CA'],en,4.6083,6.8,29,2025.0
"[16, 10759, 18, 10765, 35]",['FR'],fr,8.0023,8.302,106,2008.0
[],['JP'],ja,8.8688,7.2,21,2018.0
"[18, 80]",['ES'],es,8.3034,6.2,15,2024.0
"[10764, 35]",['JP'],ja,8.8192,10.0,1,2025.0
"[10759, 16, 18, 35, 10765]",['CN'],zh,8.211,7.5,2,2020.0
"[99, 80]",['ZA'],en,9.3556,9.0,3,2025.0
[35],['KR'],ko,7.1719,7.1,10,2009.0
"[16, 18]",['JP'],ja,6.1387,4.0,2,1998.0
"[10767, 10764]",['HK'],zh,8.22,8.2,4,1998.0
"[16, 10765, 10759]","['JP', 'US']",en,8.6602,7.1,423,2021.0
[99],['FR'],fr,8.6873,5.5,4,2006.0
[10763],['DE'],de,8.5384,6.0,1,1989.0
"[10759, 35, 18]",['IT'],it,10.0335,6.7,13,2000.0
"[16, 35, 10762, 10759]",['IN'],hi,8.405,7.0,14,2012.0
"[10759, 10765, 16]",['CN'],zh,12.4656,8.3,6,2020.0
"[35, 18]",['KR'],ko,8.2621,8.339,657,2018.0
[18],['KR'],ko,8.931,8.4,166,2018.0
"[16, 10759, 10765]",['JP'],ja,8.5458,6.6,28,2022.0
"[16, 10765, 10759, 18]",['JP'],ja,8.5355,7.0,21,2012.0
[35],['TH'],th,8.9275,8.8,10,2004.0
[35],['XC'],cs,8.7426,7.0,2,1972.0
"[16, 35, 10762]",['US'],en,8.6855,7.2,225,1991.0
"[18, 10751]",['IN'],bn,8.5839,10.0,2,2015.0
[10751],['GB'],en,9.8407,5.8,6,2016.0
[10764],['US'],en,8.954,6.3,49,2005.0
[35],['US'],en,8.7289,6.5,63,2001.0
"[35, 18, 10766]",['AR'],es,6.6485,7.3,67,1998.0
[35],['US'],en,8.3895,7.5,215,2009.0
"[35, 16]",['US'],en,8.4711,7.2,23,1995.0
"[16, 10759, 10765]",['JP'],ja,6.8787,7.3,25,2006.0
"[16, 10759, 10765]",['JP'],ja,9.9584,7.195,128,2022.0
[35],['US'],en,9.1686,6.3,31,1966.0
"[16, 35, 18]",['JP'],ja,8.0691,8.25,72,2018.0
"[80, 18, 9648]",['US'],en,8.8847,7.2,323,2011.0
"[9648, 10759]",['US'],en,8.8401,7.1,27,1977.0
[35],['US'],en,7.5682,7.7,86,1992.0
"[10767, 35]",['US'],en,9.5661,6.1,28,2004.0
[10764],['CN'],zh,8.9082,8.0,3,2019.0
[10764],['US'],en,9.0681,5.2,4,2018.0
[16],['JP'],ja,8.2713,7.5,56,2013.0
[10764],['FR'],fr,8.8659,8.0,2,1972.0
"[18, 10768]",['KR'],ko,8.4349,7.3,61,2013.0
"[35, 18]",['KR'],ko,8.6486,7.3,60,2018.0
"[35, 16]",['US'],en,9.0265,7.391,404,2015.0
"[16, 9648]",['JP'],ja,7.8697,8.4,221,2020.0
"[16, 35, 10765]",['JP'],ja,8.1839,7.9,89,2022.0
"[16, 10765, 35]",['JP'],ja,9.4959,8.277,74,2024.0
[18],['CN'],zh,8.6296,7.5,40,2022.0
"[80, 35, 18]",['KR'],ko,7.1035,8.135,52,2019.0
"[16, 35, 10762]",['US'],en,7.9664,7.6,115,1959.0
"[16, 10765]",['CN'],zh,8.4221,8.8,12,2020.0
"[9648, 80, 18]",['HK'],cn,8.1385,8.3,9,1995.0
"[10759, 16, 35, 10762, 10765, 18]",['JP'],ja,8.4856,8.0,3,2018.0
"[80, 18]",['GB'],en,7.0131,7.7,59,2023.0
"[35, 10751]",['US'],en,9.4728,7.2,65,1976.0
"[18, 10766]",['US'],en,9.1738,7.6,834,2004.0
"[35, 10759]",['GR'],el,6.7451,0.0,0,2025.0
"[16, 35, 10762]",['US'],en,10.6778,6.3,105,2009.0
"[16, 10762]",['CN'],zh,7.8481,8.0,3,2012.0
"[16, 35, 10762, 10751, 10759]",['US'],en,8.7625,7.554,518,1989.0
"[35, 18, 10765]",['RU'],ru,7.8452,6.6,31,2020.0
"[16, 10762, 10751, 35]",['GB'],en,9.2967,7.882,17,2014.0
[35],['US'],en,8.9603,7.1,136,2015.0
"[10751, 35]",['US'],en,8.9472,7.4,555,2016.0
[10767],['FR'],fr,9.003,0.0,0,1987.0
"[16, 35, 10762, 18, 10759, 10765]",['JP'],ja,9.0233,7.7,15,2007.0
"[16, 35, 10762]",['US'],en,7.7392,6.5,86,2010.0
[35],['HK'],cn,8.6697,8.0,1,2007.0
[35],"['UY', 'AR']",es,8.3099,7.1,40,2022.0
"[16, 35, 18, 10759]",['JP'],ja,8.3719,8.4,175,2005.0
"[10751, 18, 35]",['US'],en,9.0178,6.352,209,1996.0
"[10762, 10751]",['NL'],nl,9.0617,8.6,10,2001.0
"[80, 18, 10766]","['MX', 'US']",es,8.3533,8.1,14,2025.0
[99],['US'],en,8.8341,6.8,14,2012.0
"[99, 10764]",['US'],en,9.9847,6.8,66,2007.0
"[10762, 16, 35, 10751]","['CN', 'FI', 'US']",zh,5.6366,8.7,6,2020.0
"[35, 10767]",['US'],en,9.1001,5.7,163,2003.0
"[35, 99]",['DE'],de,10.687,7.5,12,2004.0
[10764],['CN'],zh,7.5805,6.5,2,2017.0
"[16, 10759, 10765, 35]",['CN'],zh,8.9562,8.8,35,2025.0
[10764],['DE'],de,7.9849,6.0,1,1951.0
"[10764, 10751]",['CZ'],cs,10.8599,5.4,9,2021.0
"[16, 10759, 35, 10762]",['US'],en,8.2847,8.1,644,2010.0
[35],['GB'],en,8.7723,7.657,115,2020.0
"[10766, 18]",['NL'],nl,8.702,5.2,14,2014.0
[35],['CA'],fr,5.9321,0.0,0,2015.0
"[10765, 18, 35]",['GB'],en,8.6786,7.6,937,2009.0
[18],['US'],en,8.1688,6.7,555,2015.0
[10764],['KR'],ko,8.2125,9.0,2,2010.0
"[16, 10759, 10765]",['JP'],ja,9.4931,8.335,233,2023.0
"[35, 18]",['US'],en,7.9957,6.7,150,2009.0
"[35, 80]",['FR'],fr,7.5171,7.2,63,2013.0
[10767],['DE'],de,8.5421,6.3,3,2003.0
"[18, 80]",['US'],en,8.82,7.598,87,2024.0
[99],['US'],en,9.5141,4.5,5,1993.0
"[18, 10751, 35]",['JP'],ja,5.9151,9.7,3,2001.0
"[10759, 16, 35]",['JP'],ja,7.4607,5.5,11,2011.0
[],['TW'],zh,17.897,0.0,0,2013.0
"[10759, 18, 35, 80]",['US'],en,8.6653,7.3,325,1979.0
"[18, 80]",['SE'],sv,8.2547,6.9,106,2025.0
"[18, 9648, 80]",['US'],en,8.4383,7.7,246,2007.0
"[16, 35, 10765]",['JP'],ja,8.0534,8.0,129,1981.0
"[10768, 18]",['KR'],ko,8.5963,7.7,45,2006.0
[10765],"['IT', 'GB']",en,8.3532,7.1,143,1975.0
[18],['JP'],ja,8.2444,7.1,8,2022.0
[18],['US'],en,9.3968,6.4,14,1972.0
"[16, 35, 10765, 18, 10766]",['JP'],ja,6.4742,5.0,3,1974.0
[18],['US'],en,8.1686,5.4,7,1955.0
"[9648, 80, 18, 10765]",['US'],en,7.9764,7.3,170,2007.0
"[18, 10759, 10768]",['US'],en,8.5074,7.8,2424,2010.0
[35],['CA'],en,8.6622,7.72,289,2001.0
"[18, 10751]","['IN', 'US']",hi,8.3815,8.7,22,2013.0
"[10765, 18, 10759]",['PH'],tl,7.3546,0.0,0,2008.0
[],['JP'],ja,8.0559,0.0,0,1972.0
[18],['IN'],ta,10.0099,7.3,3,2024.0
"[10766, 35, 18, 10751]",['CO'],es,6.452,7.4,14,2010.0
[18],['US'],en,10.1188,7.317,131,2018.0
"[10762, 10751, 10766, 35]","['AR', 'BR']",pt,9.7358,7.6,8,1997.0
[18],['PL'],pl,8.0974,5.8,6,2004.0
"[35, 10751]",['US'],en,8.5962,7.0,41,1996.0
[18],['US'],en,8.6102,6.8,19,2000.0
[10767],['NL'],nl,9.4815,0.0,0,2018.0
"[18, 10766]",['DE'],de,9.1475,6.0,8,1995.0
"[35, 16]",['JP'],ja,8.075,7.0,35,2018.0
"[10759, 18, 80]",['GB'],en,8.8508,7.8,24,1975.0
"[16, 35, 18]",['JP'],ja,7.795,8.2,703,2018.0
"[35, 10751, 18]",['US'],en,9.2575,7.4,502,2001.0
"[35, 10762, 16, 10759]",['US'],en,8.4825,6.9,314,1998.0
"[10759, 10751, 18]",['US'],en,6.8082,6.05,50,1964.0
"[35, 10751]",['US'],en,8.6713,7.4,306,2010.0
[10767],['CA'],fr,8.2187,2.0,1,2019.0
"[18, 80]","['CA', 'US']",en,7.4005,6.2,31,1983.0
"[16, 10759, 18, 10765]",['JP'],ja,7.9686,8.486,1589,2022.0
"[35, 10751, 18]",['HK'],cn,9.3989,10.0,1,2008.0
[18],['US'],en,8.8288,7.6,172,2004.0
[10767],['CH'],de,8.8562,0.0,0,1994.0
"[18, 9648]",['US'],en,7.733,6.0,68,2016.0
"[18, 35, 10759, 80]",['ES'],es,7.9829,7.9,199,2005.0
[10764],['HK'],cn,8.172,0.0,0,1995.0
"[99, 10764]",['US'],en,8.2803,5.6,35,1979.0
[18],['US'],en,8.3645,7.1,24,1974.0
[10764],['CN'],zh,8.5733,8.4,5,2021.0
[10767],['CN'],zh,7.7878,9.3,3,2015.0
"[18, 80]",['DE'],de,11.1927,5.7,8,1994.0
[37],['US'],en,8.1909,4.7,5,1968.0
"[37, 18]",['US'],en,8.5933,6.4,16,1959.0
[10764],['US'],en,8.6593,6.7,90,2013.0
"[80, 18]",['DE'],de,7.9661,7.0,3,1994.0
"[10766, 18]",['BR'],pt,8.5395,7.5,6,1991.0
"[35, 16, 18]",['JP'],ja,7.293,7.0,42,2013.0
"[16, 10751, 10762, 35, 10759]",['US'],en,8.2337,7.4,96,2015.0
"[16, 10762]",['US'],en,7.9999,7.1,386,1960.0
"[16, 35, 10765, 10759]",['CN'],zh,10.0736,9.0,6,2023.0
"[80, 18, 9648]",['GB'],en,8.799,7.8,132,1987.0
"[80, 18]",['US'],en,8.3125,7.194,588,2020.0
[10767],['DE'],de,8.2651,6.5,4,1974.0
"[16, 10762, 35]",['US'],en,8.2798,6.0,19,2014.0
[10764],['CL'],es,9.5709,0.0,0,2002.0
"[18, 80]",['US'],en,8.7887,6.8,20,1972.0
[10764],['IL'],he,8.429,7.0,1,2007.0
[18],['TR'],tr,8.1082,7.4,25,2019.0
[35],['GB'],en,8.0843,8.165,1480,2006.0
"[18, 10759, 80]",['US'],en,8.6897,7.1,93,2008.0
"[18, 9648, 80]",['US'],en,7.2802,7.0,108,2023.0
[10767],['GB'],en,8.7594,5.4,11,1972.0
"[16, 35, 10765]",['JP'],ja,7.5733,7.9,279,2006.0
"[18, 10765, 10759]",['TH'],th,7.9022,8.1,27,2023.0
"[16, 10751, 10762, 35]","['CA', 'FR', 'US']",en,7.968,8.6,25,2010.0
"[16, 35, 9648]",['JP'],ja,6.8671,8.283,240,2015.0
"[16, 10759, 10765]",['JP'],ja,8.9598,7.644,59,2024.0
"[10751, 16, 35, 10762]",['US'],en,9.6501,7.7,256,1988.0
"[10759, 16]",['JP'],ja,8.1273,8.0,81,2002.0
"[18, 10768]",['CN'],zh,6.9865,8.3,21,2009.0
"[18, 9648, 35]",['CN'],zh,8.3825,9.063,16,2024.0
"[10751, 10762, 10766]",['AR'],es,8.0038,5.6,10,1995.0
[18],['IL'],he,8.49,6.0,1,2003.0
[35],['US'],en,6.7514,4.2,21,2007.0
"[16, 10759, 10765]",['JP'],ja,8.5266,8.226,283,2021.0
[10766],['PT'],pt,8.1976,5.5,19,2024.0
"[18, 9648]",['KR'],ko,8.4647,8.418,239,2020.0
[18],['ES'],es,8.337,7.8,409,2024.0
"[18, 35, 10765]",['US'],en,7.3697,7.5,156,2024.0
[18],['TR'],tr,7.3637,6.7,31,2020.0
"[80, 18, 9648]",['US'],en,8.6968,4.1,7,1960.0
"[16, 10762]",['US'],en,7.9576,6.7,7,2023.0
"[10767, 35]",['US'],en,8.4707,5.1,73,2016.0
[35],['GB'],en,9.9001,6.7,9,1993.0
[10762],['DK'],da,9.1876,8.0,1,2020.0
[35],['US'],en,7.9131,7.4,91,1972.0
"[10767, 35]",['CN'],zh,8.7996,0.0,0,2019.0
"[35, 18]",['ES'],es,7.5829,7.4,239,2020.0
[10764],['US'],en,7.4067,7.1,117,2011.0
"[10766, 18, 9648, 80]",['BR'],pt,8.921,8.107,1280,2012.0
[10764],['GB'],en,8.8667,7.1,7,1981.0
"[18, 80]","['GB', 'US']",en,84.0303,9.5,4,2025.0
[10764],['US'],en,9.3329,3.667,3,2025.0
[],['IL'],he,8.2676,0.0,0,2012.0
"[35, 37]",['US'],en,7.5783,6.0,4,1981.0
"[10762, 16, 35, 10751]",['GB'],cy,7.5445,6.2,38,1987.0
"[16, 10765, 18]",['CN'],zh,8.1855,8.0,2,2024.0
"[10751, 35]",['SK'],sk,8.3326,7.7,6,2018.0
[35],['US'],en,8.0081,6.4,31,1992.0
[35],['US'],en,8.5039,7.0,118,2018.0
"[10765, 10759, 18]",['US'],en,7.3749,7.0,472,1975.0
[10764],['DE'],de,8.7661,6.0,5,2023.0
[18],['CN'],zh,8.1694,8.6,26,2025.0
"[16, 35]",['US'],en,9.1447,5.9,434,2009.0
"[35, 16]",['US'],en,8.1838,7.96,366,2020.0
"[10765, 18]",['US'],en,8.4759,7.653,2097,2018.0
[10764],['DE'],de,8.3413,8.0,1,1971.0
[18],['US'],en,7.7015,6.5,2,1963.0
[18],['PT'],pt,8.3199,7.5,2,2019.0
[18],['BE'],nl,8.637,6.2,4,2000.0
"[18, 80, 9648]",['CA'],en,7.5269,7.1,230,2019.0
"[18, 10766]",['TR'],tr,8.0752,7.8,13,2022.0
"[35, 18, 10751]",['SE'],sv,8.8471,7.0,38,2010.0
"[10759, 16, 10765]",['JP'],ja,8.5329,8.221,961,2003.0
"[10759, 10765]",['CA'],en,8.3999,6.9,498,2015.0
"[37, 18, 10759]",['US'],en,8.2909,7.657,362,2025.0
"[18, 10766]",['TR'],tr,6.6288,8.5,1,2022.0
[37],"['US', 'CA']",en,7.2383,6.4,16,1965.0
"[16, 35, 18, 10765]",['JP'],ja,6.8054,7.259,110,2014.0
"[10759, 10762, 10751, 80]",['DE'],de,8.2213,6.8,10,1999.0
[35],['US'],en,8.5249,6.3,3,1995.0
"[10751, 18]",['CA'],en,8.1272,7.2,56,2013.0
"[18, 10765]",['US'],en,8.9738,7.4,448,2012.0
[10764],['DE'],de,8.3455,6.0,2,2010.0
"[9648, 18]",['US'],en,9.1652,6.9,3155,1990.0
[99],['US'],en,7.9717,6.0,1,2005.0
"[18, 9648, 10765]",['GB'],en,8.9697,6.7,196,2023.0
"[18, 10768]",['TR'],tr,8.5683,7.8,83,2016.0
"[16, 35, 10759, 10751, 10762]",['US'],en,7.8102,7.733,487,2005.0
[18],['KR'],ko,7.8427,8.094,128,2024.0
"[18, 10765, 10762, 10751]","['NZ', 'GB']",en,10.3617,6.9,24,1999.0
"[16, 35, 18]",['JP'],ja,8.4453,8.6,1067,2014.0
[],['US'],en,8.8557,0.0,0,2020.0
"[16, 10759]",['JP'],ja,8.4789,8.5,1247,2019.0
"[10759, 35, 18]",['US'],en,7.9466,7.5,95,2021.0
"[9648, 18]",['MX'],es,7.8396,7.3,4249,2020.0
"[9648, 10751, 18]",['CN'],zh,7.3336,7.4,8,2022.0
"[16, 10762, 35]",['US'],en,7.2706,10.0,1,2023.0
"[18, 10766]",['ES'],es,8.3592,6.3,58,2014.0
"[18, 35]",['JP'],ja,7.7896,7.0,14,2022.0
[],['ES'],es,8.0619,5.2,3,2001.0
"[10759, 9648, 18, 35]",['PH'],tl,7.3801,0.0,0,2003.0
[80],['DE'],de,7.666,6.9,7,1984.0
"[16, 10759, 35, 10765]",['JP'],ja,9.4105,8.547,1559,2019.0
"[18, 10751]",['TW'],zh,9.2323,0.0,0,1998.0
"[10766, 18]",['GB'],en,8.7426,4.2,97,1972.0
"[10765, 16, 10759, 35]",['JP'],ja,7.7034,7.5,786,2009.0
[18],['CN'],zh,7.3147,8.9,15,2025.0
[35],['JP'],ja,8.4494,7.5,2,2014.0
"[35, 18]",['US'],en,7.7442,6.7,251,2010.0
[18],['US'],en,6.594,8.2,517,2000.0
"[35, 10765, 10751]",['US'],en,7.9109,7.9,442,1964.0
"[16, 10759, 35, 10765]",['JP'],ja,8.4246,7.3,111,2009.0
[18],['CA'],en,7.841,7.5,135,2020.0
[18],['US'],en,8.1549,7.932,192,2023.0
[10763],['US'],en,7.5159,5.1,8,1996.0
"[10766, 18]",['GB'],en,8.5173,6.1,19,1982.0
[10762],['GB'],en,6.1615,7.8,4,1990.0
"[10751, 16, 35, 10762]",['US'],en,7.5777,6.6,86,2000.0
"[18, 35]",['KR'],ko,8.5522,7.8,90,2018.0
[18],['DK'],da,6.7875,6.75,4,1997.0
[18],['PH'],tl,10.2401,0.0,0,2004.0
"[16, 35, 10765]",['JP'],ja,7.7104,8.3,344,2016.0
"[35, 10751]",['MX'],es,7.9946,8.2,393,1970.0
"[16, 10765, 10759]",['JP'],ja,8.1065,7.3,214,2011.0
"[18, 80, 10759]",['BR'],pt,7.5267,7.563,112,2023.0
[10764],['FR'],fr,8.3925,6.0,1,1972.0
[18],['IT'],it,7.5079,7.3,26,2024.0
[35],['US'],en,9.0368,5.8,4,2005.0
[35],['TR'],tr,9.1144,0.0,0,1993.0
"[10765, 10759, 18]",['US'],en,8.1397,7.4,312,2008.0
[35],['US'],en,7.8791,7.3,67,1965.0
"[16, 35, 10751, 10762]",['US'],en,8.0365,7.807,504,1990.0
"[35, 10751]",['US'],en,8.024,7.1,163,2022.0
"[10751, 35, 16, 10767]",['US'],en,8.3333,5.7,46,2021.0
"[16, 35, 10759, 10765]",['JP'],ja,7.8434,7.7,79,2010.0
[18],['GR'],tl,7.9913,0.0,0,2014.0
[],[],fr,11.5711,0.0,0,2014.0
[18],['HK'],cn,8.1176,10.0,1,2006.0
"[18, 35]",['NO'],no,7.3862,8.0,33,2021.0
[18],['JP'],ja,6.9523,8.2,5,2017.0
[10764],['AU'],en,9.6697,7.8,22,2016.0
[10766],['DE'],de,8.4753,6.0,6,1998.0
"[10766, 10751]",['TW'],zh,8.7397,0.0,0,2003.0
[35],['GB'],en,7.9171,7.1,45,2005.0
[18],['TR'],tr,5.1852,3.0,1,2009.0
"[16, 35]",['JP'],ja,7.7473,8.1,694,2015.0
[35],['US'],en,8.4599,6.7,31,1986.0
[35],['TR'],tr,9.0893,7.4,63,2015.0
[18],['JP'],ja,7.984,6.0,1,1990.0
"[16, 35, 18]",['JP'],ja,8.1917,8.204,617,2008.0
"[80, 18]",['US'],en,8.3352,7.7,3,1963.0
"[35, 10765, 10751]",['US'],en,7.1006,8.909,82,2024.0
[18],['CN'],zh,9.0545,8.6,10,2025.0
"[10765, 18]",['KR'],ko,8.9881,8.3,876,2020.0
"[10762, 16]",['CN'],zh,8.3924,9.0,4,2019.0
"[18, 35, 10765]",['JP'],ja,8.3305,8.1,19,2025.0
[35],['ES'],es,12.0265,4.7,7,2014.0
[10764],['DK'],da,8.2636,5.8,4,2008.0
"[18, 80]",['US'],en,7.5347,7.6,253,2025.0
"[16, 35]",['JP'],ja,8.5185,7.268,69,2021.0
[10764],['CN'],zh,8.4362,7.5,6,2019.0
"[16, 35, 10759]",['JP'],ja,8.9927,7.5,50,2024.0
"[16, 35, 10762, 10751]",['US'],en,8.2417,6.9,238,1997.0
"[35, 10751, 10767]",['US'],en,8.5304,7.0,4,1950.0
[10767],['GB'],en,7.6934,3.1,4,1991.0
"[16, 18]",['JP'],ja,7.2432,8.5,872,2018.0
"[10765, 10759, 18, 10762]",['JP'],ja,7.6303,7.1,16,2012.0
"[18, 9648, 80]",['US'],en,6.9315,7.2,52,1985.0
"[18, 80]",['DE'],de,8.5683,5.9,10,1986.0
[10763],['CA'],fr,10.4348,0.0,0,2009.0
"[35, 10751]",['US'],en,8.3906,7.3,115,1975.0
"[16, 10759, 10765, 35, 10751, 10762]",['JP'],ja,7.2665,9.0,5,1983.0
[10764],['AU'],en,7.6792,6.9,76,2009.0
"[18, 10759, 10765]",['AR'],es,8.2099,7.561,396,2025.0
"[18, 10751]",['KR'],ko,6.8396,5.0,9,2002.0
"[10764, 35, 10767]",['TR'],tr,8.217,8.0,3,2013.0
[37],['US'],en,7.4225,6.2,8,1967.0
[99],['US'],en,7.5606,7.5,116,2018.0
"[16, 18]",['JP'],ja,8.6352,8.0,125,2016.0
"[18, 10765, 10759]",['KR'],ko,8.3617,8.234,94,2023.0
[35],['US'],en,7.8611,6.8,12,1950.0
"[18, 10759]",['US'],en,8.1916,6.7,270,2021.0
"[10762, 16, 10751]",['GB'],en,8.0864,6.0,119,1999.0
"[16, 18, 9648]",['JP'],ja,7.4511,7.1,25,2023.0
"[16, 18]",['JP'],ja,7.8829,7.0,30,2018.0
"[10759, 16, 10765, 35]",['JP'],ja,8.1426,7.6,11,2025.0
"[99, 35, 10764]",['US'],en,6.9015,6.2,4,2016.0
"[10759, 18]","['US', 'CA']",en,8.0879,7.5,256,1997.0
"[10762, 16]",['GB'],en,8.8166,7.7,261,2007.0
"[10759, 18, 9648]",['CN'],zh,7.4789,8.481,131,2019.0
"[10751, 35]",['TR'],tr,7.9456,8.3,21,1989.0
"[18, 10768]",['GB'],en,7.8572,6.6,14,1991.0
"[10765, 16, 10751]",['US'],en,8.6752,7.5,81,2024.0
"[10765, 18]",['CA'],en,7.8269,7.0,119,2012.0
"[16, 10759, 10765, 35]",['US'],en,7.6616,7.76,726,2012.0
"[16, 80, 10759, 9648]",['US'],en,7.3722,7.4,211,2024.0
"[18, 10765]",['US'],en,7.8926,7.758,1602,2016.0
"[18, 10765]",['CN'],zh,10.1462,8.2,51,2023.0
"[35, 18]",['US'],en,8.467,7.3,27,1977.0
"[16, 35, 10765, 10762]",['US'],en,8.2732,7.4,123,2003.0
[10767],['GB'],en,8.603,2.9,12,2001.0
"[18, 10766]",['BR'],pt,7.0772,6.0,1,1987.0
[18],['US'],en,7.3645,7.5,129,2022.0
"[16, 10765, 9648, 80]",['JP'],ja,7.4025,7.9,203,2023.0
"[10762, 16, 35, 10751]","['DK', 'US']",en,8.3642,6.3,23,2017.0
"[80, 18]",['AU'],en,7.6442,6.6,8,1996.0
"[18, 10766]",['AR'],es,6.8872,6.9,8,2012.0
"[18, 35]",['US'],en,8.5474,8.087,1161,2017.0
"[18, 80]",['GB'],en,8.434,7.7,37,1999.0
"[10765, 35]",['TW'],zh,6.791,6.8,10,2005.0
"[16, 18, 9648, 10765]",['JP'],ja,7.8684,8.4,61,1997.0
"[16, 10759, 10765]",['JP'],ja,7.8767,7.9,418,2015.0
"[10766, 18]",['CA'],fr,7.441,8.0,1,2009.0
"[10759, 18]",['PH'],tl,6.7358,7.2,4,2009.0
[10764],['US'],en,7.1717,6.4,89,2020.0
"[18, 10751]","['CA', 'US']",en,5.013,8.2,37,1990.0
[10764],['CN'],zh,8.0893,8.8,5,2021.0
[35],['US'],en,7.8541,6.3,334,2004.0
[35],['US'],en,7.3191,7.1,259,2017.0
"[35, 10767]",['US'],en,7.0379,8.0,33,2001.0
[10764],['DE'],de,6.6259,0.0,0,1966.0
"[16, 10759, 10765]",['US'],en,7.8684,8.6,569,2024.0
"[10759, 18, 10765]",['US'],en,8.2542,6.1,48,1994.0
"[16, 10765, 18]",['US'],en,7.9518,7.7,336,2019.0
[35],['US'],en,8.0861,7.9,382,2011.0
[18],['AU'],en,8.2739,6.3,15,1986.0
"[10759, 18]",['CN'],zh,8.1621,6.9,9,2025.0
"[16, 10759, 35, 10765]",['JP'],ja,6.1853,6.3,44,2022.0
[80],['DE'],de,8.0955,7.5,2,1998.0
"[18, 10766]",['MX'],es,7.4041,7.3,9,2025.0
"[16, 18, 9648, 10765]",['JP'],ja,7.5477,7.2,42,2004.0
"[16, 35, 10762]","['GB', 'CH']",en,7.429,6.9,154,1986.0
[35],['US'],en,7.5871,7.16,147,1998.0
"[18, 9648]",['GB'],en,7.7613,7.9,1352,2017.0
"[80, 18]",['DE'],de,7.4676,6.2,6,2012.0
"[16, 10759, 10765, 35]",['JP'],ja,7.2903,7.8,63,2010.0
[18],['HK'],zh,8.183,6.3,3,2023.0
"[35, 10751]",['US'],en,6.0341,6.7,40,1985.0
"[10751, 35, 16]",['US'],en,8.0113,7.2,1389,2021.0
"[99, 10751]",['CA'],fr,6.8673,0.0,0,2019.0
[18],['DE'],de,7.4776,4.8,8,2015.0
"[18, 10759, 80]",['ES'],es,7.9987,7.571,572,2023.0
"[18, 10765]",['TH'],th,8.0966,9.2,20,2025.0
[10764],['GB'],en,8.1265,6.3,36,2016.0
[18],['PL'],pl,8.469,7.0,1,2018.0
[16],['CA'],en,7.4813,0.0,0,1980.0
"[80, 18]",['US'],en,8.3697,7.8,303,2021.0
"[18, 35]",['CN'],zh,7.0509,8.1,101,2019.0
"[35, 16, 10765]",['US'],en,8.3784,7.8,551,2020.0
[18],['PL'],pl,10.044,0.0,0,2012.0
[18],['KR'],ko,10.3259,8.479,866,2022.0
[35],['US'],en,7.6101,5.6,12,1957.0
"[16, 10759, 10765, 10762, 10751]",['US'],en,7.708,8.3,167,2024.0
"[18, 10751, 10765]",['AU'],en,6.9998,7.8,670,2006.0
"[35, 18]",['TH'],th,8.4926,10.0,2,2025.0
[10762],['GB'],en,7.5404,4.9,15,1999.0
[18],['AU'],en,7.7095,7.0,40,1994.0
"[18, 10768]",['US'],en,8.3764,7.5,162,1985.0
"[16, 10765, 10759, 35]",['JP'],ja,7.505,7.1,41,2024.0
[37],['US'],en,7.8289,5.0,5,1956.0
[35],['US'],en,8.1644,6.7,16,1993.0
"[10765, 10759, 18]",['GB'],en,7.9489,7.4,317,2007.0
"[16, 35, 18]",['JP'],ja,6.9195,8.2,233,2013.0
"[18, 80]",['US'],en,7.3562,0.0,0,2025.0
"[9648, 10759, 35, 18]",['RU'],ru,7.5337,5.8,19,1998.0
"[18, 10765, 35]",['AR'],es,8.7637,8.1,32,2007.0
"[16, 35, 10765, 10759, 10762]",['JP'],ja,8.2084,8.3,100,1999.0
[10765],['FR'],fr,6.3611,6.8,10,2008.0
"[16, 10759, 10765, 18]",['CN'],zh,6.3787,10.0,1,2009.0
[35],['US'],en,7.2805,6.9,156,2011.0
"[18, 10759, 9648, 80]",['KR'],ko,7.7796,8.1,117,2024.0
[99],['RU'],ru,6.6857,7.0,7,1993.0
"[16, 18, 9648, 10765]",['JP'],ja,8.0063,8.2,233,2005.0
[18],['SE'],sv,7.3185,7.8,10,1992.0
"[16, 35]",['US'],en,7.5807,7.2,69,1994.0
"[18, 10759]",['IN'],hi,8.0417,7.734,154,2019.0
[35],['EE'],et,7.6519,0.0,0,2010.0
"[10766, 18]",['GB'],en,7.712,4.8,42,2000.0
[35],['CA'],en,7.4579,7.9,183,2016.0
[],[],en,8.4443,4.2,62,2013.0
[10766],['PL'],pl,7.516,4.4,9,2003.0
"[35, 18, 80]",['US'],en,8.3082,6.8,129,2016.0
[35],['US'],en,7.4675,8.4,46,1993.0
"[16, 10765, 10759]",['JP'],ja,6.9068,7.1,15,2009.0
"[16, 10759, 10762, 10751]",['US'],en,8.3127,6.6,18,2007.0
"[10759, 18]",['US'],en,8.5296,7.4,846,2019.0
