genre_ids,origin_country,original_language,popularity,vote_average,vote_count,year
"[10759, 18, 10765]",['US'],en,3.9519,6.5,127,1992.0
[35],['RU'],ru,3.3639,7.4,26,2012.0
"[35, 18]",['KR'],ko,3.7175,8.3,946,2015.0
"[16, 35, 9648, 80]",['JP'],ja,3.3274,7.6,47,2022.0
"[80, 18]",['NL'],en,4.1531,6.3,46,2020.0
[18],['HK'],cn,3.4285,0.0,0,1976.0
[],['CN'],zh,3.0544,0.0,0,2015.0
"[10759, 16, 10762, 35, 10751]",['US'],en,3.8196,7.1,31,2015.0
"[10759, 18]",['KR'],ko,3.3395,7.3,13,2008.0
[10751],['KR'],ko,3.5821,9.0,2,2011.0
[10764],['IL'],he,3.566,0.0,0,2008.0
"[18, 10759]",['GB'],en,3.7042,6.8,16,1995.0
"[16, 10765, 10759]",['CN'],zh,3.7807,8.2,50,2018.0
"[35, 16, 10751]",['CN'],zh,3.501,8.7,7,2010.0
[99],['JP'],ja,3.5677,0.0,0,2009.0
"[18, 9648]",['KR'],ko,3.6326,5.3,3,2024.0
[99],['GB'],en,3.7324,8.1,33,2005.0
"[10767, 35, 10764]",['RU'],ru,3.1201,6.0,1,2023.0
"[35, 16, 10765]",['JP'],ja,3.8452,7.24,52,2017.0
"[18, 10768]",['DK'],da,3.1945,6.381,42,2014.0
"[16, 18]",['JP'],ja,3.7386,6.8,22,2022.0
[18],['JP'],ja,3.4371,8.5,2,1999.0
"[18, 35]",['CN'],zh,3.5771,6.7,86,2016.0
[10764],['US'],en,3.6335,7.9,10,2025.0
"[16, 35, 18, 10765]",['JP'],ja,3.1669,7.6,22,2023.0
"[35, 18, 80]",['NZ'],en,3.9436,6.0,15,2015.0
"[18, 10765]",['CN'],zh,3.5283,7.8,20,2020.0
"[10759, 16, 10765, 10762]",['US'],en,2.2931,7.4,56,2002.0
"[16, 18, 35]",['JP'],ja,3.0161,8.5,11,1996.0
"[18, 9648, 10759]",['CN'],zh,3.7508,7.8,13,2018.0
[10759],['JP'],ja,3.8278,7.968,301,2018.0
"[35, 18]",['KR'],ko,3.7191,7.6,59,2023.0
"[18, 10766]",['NL'],nl,3.7332,0.0,0,2014.0
[],['US'],en,3.3446,5.0,1,2007.0
[10765],['DE'],de,4.8121,6.7,30,2024.0
"[35, 9648, 18]",['TH'],th,2.1105,0.0,0,2024.0
"[35, 18]",['TR'],tr,3.518,8.6,20,2021.0
[18],['KR'],ko,3.8209,7.295,83,2016.0
[10762],['LV'],lv,5.1042,0.0,0,2021.0
"[10766, 18]",['MX'],es,3.3107,2.0,1,2013.0
[35],['US'],en,3.5666,6.6,75,2007.0
[10764],['RU'],ru,3.4947,10.0,1,1998.0
"[99, 10763]",['BE'],nl,3.5548,0.0,0,2016.0
[35],['GB'],en,3.4978,6.3,29,2011.0
[10766],['BR'],pt,3.9599,7.5,12,2006.0
"[80, 18]",['GB'],en,4.7563,7.4,150,2019.0
"[10762, 10751]",['GB'],en,4.3463,7.7,7,2009.0
"[10765, 18, 35]",['PH'],tl,3.6584,7.0,1,2008.0
"[18, 10765]",['KR'],ko,3.3811,7.2,30,2023.0
"[16, 35, 18]",['JP'],ja,3.6619,7.6,42,2023.0
"[16, 18]",['JP'],ja,4.4404,8.4,7,2004.0
"[18, 10759, 10762, 10765]",['JP'],ja,3.9923,10.0,2,2023.0
[35],['GB'],en,3.4847,6.8,37,2001.0
"[80, 18]",['GB'],en,3.2763,5.8,5,1980.0
[18],['JP'],ja,3.3109,0.0,0,1987.0
"[10762, 16, 35]","['NL', 'US']",en,3.9918,6.9,76,1993.0
"[10764, 35]",['US'],en,3.103,5.9,49,2002.0
"[10765, 35, 10759]",['US'],en,3.6305,7.43,453,2017.0
[18],['CA'],fr,3.1441,9.0,2,2019.0
"[99, 18, 80]",['US'],en,3.1587,7.9,97,2004.0
"[10759, 16, 35]","['CA', 'FR', 'TW', 'TR', 'GB', 'US']",en,3.3814,5.4,14,2010.0
[18],['TR'],tr,4.9378,9.0,7,2024.0
[35],['US'],en,3.6053,6.6,29,2000.0
"[10759, 35, 9648]",['JP'],ja,3.3805,8.0,8,2024.0
"[16, 10765, 10759, 9648, 80]",['JP'],ja,2.9338,9.5,2,1998.0
"[18, 35]",['PL'],pl,3.367,7.2,213,2021.0
[10762],['FR'],fr,3.184,0.0,0,2016.0
"[10751, 18]",['TR'],tr,3.85,6.0,23,2011.0
[35],['KR'],ko,3.595,7.4,25,2025.0
"[16, 10759, 10765]",['JP'],ja,3.306,7.7,22,2024.0
[18],['IT'],it,4.0069,7.682,606,2016.0
"[16, 35]",['JP'],ja,4.4,6.891,64,2014.0
[],['DE'],de,3.6506,0.0,0,2013.0
[10767],['CA'],fr,3.287,0.0,0,2018.0
"[35, 18]",['KR'],ko,3.6548,7.2,131,2016.0
"[18, 35]",['US'],en,3.4687,6.6,16,2007.0
[35],['US'],en,3.6453,5.8,40,2013.0
[18],['US'],en,3.609,7.0,2,1966.0
[35],['US'],en,3.5945,7.2,51,2017.0
[10764],['CN'],zh,3.5435,9.7,3,2023.0
[],['JP'],ja,3.1583,6.5,2,2018.0
[18],['AU'],en,4.2526,5.3,3,1997.0
[10767],['CA'],fr,3.3162,0.0,0,2016.0
"[18, 10765]",['US'],en,3.5224,5.6,569,2022.0
[18],['CZ'],cs,3.7983,7.5,2,2020.0
"[16, 35]",['JP'],ja,3.7154,7.5,13,2024.0
"[16, 10759, 10765, 10762]",['JP'],ja,3.6672,10.0,1,1992.0
[18],['US'],en,3.5105,6.8,12,2003.0
"[10762, 16, 10751]",['US'],en,3.5607,8.5,19,2023.0
[18],['IN'],hi,3.7233,6.7,3,2006.0
[18],['PT'],pt,3.4787,4.0,1,2003.0
[18],['CN'],zh,3.3076,5.7,3,2002.0
"[10765, 35]",['CN'],zh,3.4287,7.4,9,2008.0
"[16, 18, 10765]",['JP'],ja,3.2335,6.2,64,2005.0
"[10759, 18]",['CN'],zh,3.2879,8.1,9,2018.0
[10764],['NL'],nl,3.4999,3.8,15,2014.0
"[16, 18]",['JP'],ja,2.751,6.7,11,1996.0
"[9648, 80, 35]",['HK'],cn,3.3066,6.0,2,2006.0
"[16, 35, 10762]",['US'],en,3.6779,6.6,57,1999.0
"[10765, 10759, 18]",['US'],en,3.7674,7.2,126,1995.0
"[16, 35, 10751]",['US'],en,3.4858,4.8,4,2018.0
"[99, 35, 10759]",['GB'],en,3.4317,7.6,103,2020.0
"[10759, 18, 10765]",['CN'],zh,3.7301,2.0,1,2018.0
"[10766, 18, 10751]",['BR'],pt,3.1735,6.1,26,2013.0
"[35, 18, 10765]",['US'],en,3.4184,6.9,151,2023.0
"[18, 80, 9648]",['US'],en,4.4242,6.7,127,2015.0
[35],['US'],en,3.7424,5.7,11,1980.0
"[18, 35]",['JP'],ja,2.9862,7.4,7,2020.0
"[35, 18]",['KR'],ko,3.9629,7.0,11,2025.0
[18],['MX'],en,2.3003,6.7,5,2015.0
"[10751, 35]",['US'],en,3.2638,6.8,53,1993.0
[35],['US'],en,3.4135,5.6,9,2016.0
[18],['CN'],zh,3.6821,9.3,3,2025.0
"[18, 10759, 10768]",['CN'],zh,3.1537,8.0,4,2020.0
[18],['TR'],tr,3.9939,7.4,9,2011.0
"[16, 10765]",['JP'],ja,3.4735,7.4,17,1992.0
"[35, 18]",['TR'],tr,3.4194,8.6,19,2015.0
"[18, 35, 80, 10759]",['EG'],ar,3.7121,8.0,2,2025.0
"[16, 35, 18]",['JP'],ja,3.6883,7.2,12,2003.0
[35],['GB'],en,3.7855,6.8,10,1968.0
"[18, 10759]",['US'],en,3.729,6.9,167,2016.0
"[16, 9648, 35, 80]",['JP'],ja,3.4174,7.1,11,2025.0
"[16, 18, 10759, 10765]",['JP'],ja,3.4369,7.6,859,2021.0
"[10751, 10766]",['CO'],es,4.7373,8.4,141,2005.0
"[16, 18, 35]",['JP'],ja,4.3372,7.0,35,2023.0
"[18, 80]",['US'],en,3.3368,6.5,22,2016.0
"[10759, 16, 35, 10765]",['JP'],ja,3.6676,0.0,0,2013.0
"[35, 18]",['CN'],zh,3.3255,8.4,59,2021.0
"[10765, 18]",['KR'],ko,4.0863,8.4,56,2025.0
"[35, 18]",['GB'],en,3.511,7.88,956,2019.0
"[16, 35, 18]",['JP'],ja,3.3577,8.1,30,2021.0
[18],['KR'],ko,3.996,7.551,148,2022.0
"[80, 18]",['FR'],fr,3.8751,6.5,13,2015.0
"[37, 18]",['US'],en,3.5047,6.0,4,1967.0
[18],['CN'],zh,3.8421,8.0,34,2018.0
"[16, 10762]",['US'],en,3.6318,7.1,91,1996.0
"[35, 18]",['TH'],th,3.5936,8.6,5,2025.0
[18],['KR'],ko,3.4096,7.977,66,2013.0
"[10759, 18, 16, 10765]",['JP'],ja,3.3695,8.8,104,2022.0
"[35, 10751]",['TR'],tr,3.5864,6.6,32,2008.0
[18],['DE'],de,3.8113,4.9,7,2004.0
[35],['US'],en,3.4599,5.8,4,1967.0
"[9648, 18, 80]",['MX'],es,3.5475,7.6,303,2008.0
"[16, 10759, 10765]",['JP'],ja,3.2926,7.2,25,2023.0
[18],['ES'],es,3.6751,6.5,13,2024.0
[10766],['US'],es,3.7315,7.9,169,2014.0
"[18, 80]",['CN'],zh,3.76,8.0,3,2025.0
[18],['CN'],zh,3.169,7.7,20,2003.0
[10764],['GR'],el,4.1016,5.6,8,2010.0
"[10751, 35, 18]",['US'],en,3.339,8.0,786,2019.0
"[10751, 16, 35]",['US'],en,3.5194,8.0,57,2002.0
"[16, 10759]",['JP'],ja,3.0927,4.5,2,1991.0
[18],['JP'],ja,3.4,6.2,8,2018.0
"[16, 10765, 35, 10759]",['JP'],ja,3.1267,5.9,5,1995.0
[],"['LB', 'SY', 'TN', 'AE']",ar,3.5856,0.0,0,2017.0
[35],['RU'],ru,3.3854,8.6,9,2016.0
"[35, 10765]",['KR'],ko,3.1555,8.0,31,2017.0
"[10759, 10765]",['IL'],he,3.8574,7.0,1,2022.0
"[16, 35]",['JP'],ja,3.2585,6.1,15,2016.0
[],['CA'],fr,3.4574,0.0,0,2010.0
"[9648, 10762, 10765]","['US', 'GB']",en,3.7787,6.8,13,1992.0
"[10765, 18, 80]",['US'],en,3.9072,7.3,54,1995.0
"[10767, 35]",['JP'],ja,4.3664,10.0,1,2023.0
"[18, 10751]",['HK'],cn,3.1233,9.0,1,2022.0
"[16, 10759, 18]",['JP'],ja,3.3277,5.1,8,2023.0
"[10764, 10763, 10767]",['JP'],ja,3.6337,0.0,0,2011.0
"[9648, 80]",['RU'],ru,3.288,7.0,11,2024.0
"[18, 10768]",['CN'],zh,3.3858,9.0,8,2020.0
"[18, 10766]",['MX'],es,3.431,6.7,59,1993.0
[99],['NO'],no,4.7627,0.0,0,2022.0
"[18, 35, 10751]",['HK'],cn,3.1222,0.0,0,2010.0
"[35, 18]",['JP'],ja,3.768,8.348,69,2020.0
"[18, 35]",['KR'],ko,3.9885,8.1,57,2023.0
"[18, 10768]",['KR'],ko,3.1761,6.8,30,2022.0
"[10765, 10759, 10762]",['JP'],ja,3.2017,8.5,10,1997.0
[18],['CN'],zh,3.4427,9.4,5,2025.0
[18],['CN'],zh,3.1118,8.6,5,2024.0
"[18, 10765]",['US'],en,3.742,6.1,74,2021.0
[10767],['US'],en,3.445,8.8,4,2020.0
"[35, 18]",['JP'],ja,3.7527,6.8,57,2016.0
"[10759, 16, 35]",['JP'],ja,3.3168,5.9,20,2000.0
"[18, 10765]",['CN'],zh,3.2209,7.4,14,2023.0
"[16, 10765, 35, 10759, 18, 10762, 10751]",['JP'],ja,3.2492,7.5,15,1995.0
[],['NL'],nl,3.2413,0.0,0,1999.0
"[18, 10766]",['BE'],nl,3.7517,0.0,0,2013.0
"[18, 80, 10759]",['PH'],tl,3.898,0.0,0,2019.0
[10767],['PT'],pt,3.2875,9.3,3,2009.0
"[10759, 18, 10765]","['DE', 'IT', 'ZA', 'TR', 'GB', 'US']",en,3.7644,7.2,808,1997.0
"[16, 35, 10759, 10765]",['JP'],ja,3.8417,7.996,519,2021.0
[80],['RU'],ru,3.9115,9.3,13,2016.0
"[10765, 10759, 10762]",['JP'],ja,3.1722,7.9,9,1991.0
[35],['US'],en,3.5811,7.5,51,2019.0
"[9648, 10765]",['US'],en,3.1878,7.2,203,1988.0
[10764],['CA'],fr,3.5019,0.0,0,2002.0
"[18, 35]",['CN'],zh,3.7372,8.2,14,2021.0
"[10762, 10763, 10767]",['DK'],da,3.7564,6.1,10,1989.0
"[35, 18]",['GB'],en,3.309,6.9,9,1996.0
[],['JP'],ja,3.6428,9.0,1,2012.0
"[16, 10759, 10765]",['JP'],ja,3.8204,6.909,22,2025.0
"[18, 35]",['MX'],es,3.7848,7.8,901,2018.0
[10759],['US'],en,3.534,6.6,7,1966.0
[35],['US'],en,3.444,6.3,121,2017.0
[35],['US'],en,3.7515,7.7,82,1995.0
"[18, 35]",['GB'],en,3.3368,7.0,1,1977.0
"[80, 10764]",[],nl,4.2684,8.0,1,2012.0
[18],"['HK', 'CN']",cn,4.0519,9.0,1,2024.0
[],['CN'],zh,3.5011,0.0,0,2003.0
"[16, 80, 18]",['JP'],ja,3.0581,7.6,198,2016.0
"[16, 10765, 10759]",['JP'],ja,3.8151,7.0,131,2015.0
"[10762, 16, 35]",['CN'],zh,3.5833,7.9,10,2012.0
[18],['US'],en,3.2766,7.0,72,2012.0
"[18, 80]",['PL'],pl,3.5319,7.2,25,2021.0
[],['JP'],ja,3.2997,0.0,0,1997.0
"[16, 10762, 10759, 10765, 10751]",['US'],en,3.4341,6.6,15,2023.0
"[80, 18]",['CN'],zh,3.2879,6.0,1,2017.0
"[80, 10759, 18]",['CN'],zh,3.4226,9.0,1,2024.0
[18],['GB'],en,4.4502,7.189,82,2024.0
[80],['DE'],de,4.137,7.4,27,2010.0
"[16, 10759, 10765]",['JP'],ja,3.304,7.8,201,2015.0
"[18, 10766]",['PT'],pt,3.7743,0.0,0,2012.0
"[10765, 18]",['US'],en,3.6206,6.9,55,1998.0
[18],['CN'],zh,2.9812,9.0,9,2021.0
"[35, 18, 10751]",['KR'],ko,3.6283,10.0,2,2025.0
"[18, 9648]",['KR'],ko,3.3485,7.2,31,2018.0
[18],['JP'],ja,3.7811,0.0,0,1971.0
"[10751, 18]",['TR'],tr,3.8596,4.7,15,2006.0
"[10751, 18]",['TR'],tr,3.5145,6.7,9,2021.0
"[16, 35, 10765]",['JP'],ja,3.4752,7.2,31,2022.0
[35],['US'],en,3.8363,7.5,21,2019.0
"[18, 10759]",['GB'],en,4.0394,4.4,4,1956.0
[35],['US'],en,3.2014,7.1,6,1967.0
[35],['US'],en,3.8135,8.3,665,2018.0
"[18, 80]",['DE'],de,3.9273,5.0,8,1993.0
"[10759, 10765]",['JP'],ja,3.2005,7.2,10,2019.0
[10764],['NO'],no,3.6034,0.0,0,2013.0
"[16, 10759, 80, 18, 9648, 35, 10765]",['JP'],ja,3.2486,6.825,77,2019.0
[99],['US'],en,3.6594,8.0,2,2006.0
"[18, 35]",['EG'],ar,3.5601,7.0,7,2025.0
[18],['US'],en,3.2352,6.5,57,2014.0
[18],['CN'],zh,3.4424,5.8,12,2023.0
"[10766, 18]",['BR'],pt,3.5128,7.2,2,1993.0
[9648],['CN'],zh,5.599,9.3,3,1987.0
"[16, 35]",['JP'],ja,3.9227,0.0,0,2025.0
"[16, 10759, 35, 10765]",['JP'],ja,3.1252,7.824,108,2016.0
"[10764, 10751, 99]",['KR'],ko,3.4248,6.5,2,2024.0
"[80, 9648]","['DE', 'AT', 'ES', 'FR', 'IT', 'GB', 'CH']",de,4.069,5.0,1,1988.0
"[35, 10765]",['US'],en,3.6986,7.7,215,1989.0
"[18, 10751]",['KR'],ko,3.6469,6.0,1,2014.0
[],['US'],en,3.8141,7.3,10,2021.0
[18],['GB'],en,4.0547,7.0,29,2009.0
"[35, 10749]",['CN'],zh,3.0762,7.1,16,2015.0
"[9648, 80]",['CZ'],cs,3.0063,6.8,8,2015.0
"[18, 10751, 10768]",['JP'],ja,3.7268,0.0,0,1988.0
"[35, 18]",['KR'],ko,2.9534,8.0,68,2018.0
[18],['TR'],tr,3.3669,5.8,5,2024.0
"[18, 9648, 10759]",['HK'],cn,3.0948,0.0,0,2019.0
"[35, 18]",['KR'],ko,3.3623,8.7,70,2014.0
"[10759, 9648, 18]",['CN'],zh,3.4428,7.3,16,2020.0
"[35, 10759, 9648]",['US'],en,3.5474,6.6,123,2016.0
"[10759, 16, 10762]",['US'],en,3.4926,5.3,9,2015.0
"[16, 10765]",['JP'],ja,3.671,5.2,10,2024.0
"[10767, 35]",['US'],en,4.1211,7.1,79,2009.0
"[18, 35, 9648, 10765]",['KR'],ko,4.0112,7.162,37,2023.0
[35],['US'],en,3.3048,6.7,83,2015.0
"[16, 10762]",['JP'],ja,3.6611,7.3,3,2024.0
[18],['GR'],el,3.3947,2.0,1,1993.0
"[35, 10751, 18]",['US'],en,3.3699,7.7,60,2021.0
[18],['GR'],el,3.2912,9.0,1,2000.0
[35],[],no,3.7294,0.0,0,1998.0
"[16, 10751, 35, 10765]",['US'],en,3.606,8.1,9,2023.0
"[18, 10759]",['US'],en,3.8482,6.4,93,1988.0
[18],['NO'],no,3.3362,7.6,9,2022.0
"[9648, 18]",['US'],en,3.6714,6.9,403,2017.0
"[18, 10759, 10768]",['TR'],tr,3.3887,7.3,13,2020.0
[18],['KR'],ko,3.5613,7.0,56,2018.0
"[16, 18]",['JP'],ja,3.6314,6.6,22,2021.0
"[16, 18]",['JP'],ja,3.4434,7.4,16,2022.0
[99],['JP'],ja,3.8162,7.0,1,2020.0
[10764],['CN'],zh,3.3739,8.1,8,2021.0
[99],['US'],en,3.7339,8.3,3,2002.0
"[18, 10751]",['JP'],ja,3.6568,0.0,0,1967.0
"[80, 18]",['US'],en,3.0403,7.9,269,2020.0
[18],['PL'],pl,3.0973,6.5,4,2014.0
"[16, 10751, 10762]","['JP', 'IT']",ja,3.2666,5.8,10,1974.0
"[10759, 18]",['ES'],es,3.5164,7.4,133,2024.0
"[10765, 10759, 10762]",['JP'],ja,3.4646,7.3,20,2009.0
[35],['US'],en,3.7697,7.8,34,1999.0
"[35, 18]",['KR'],ko,3.479,8.077,372,2015.0
[10766],['BR'],pt,3.3471,7.4,17,2010.0
"[18, 9648, 10765]",['US'],en,3.8915,7.3,84,2002.0
"[80, 18, 9648]",['US'],en,3.3984,7.5,4,1961.0
"[10766, 18, 35]",['CL'],es,3.5272,2.0,1,1994.0
"[16, 35, 10759]",['US'],en,3.2605,7.2,135,2003.0
"[16, 35, 10762]",['FR'],fr,3.3914,6.8,4,2013.0
[18],['IT'],en,3.0943,7.355,173,2020.0
[99],['CN'],zh,3.3145,0.0,0,2018.0
"[10764, 18]",['GB'],en,3.731,5.7,20,2011.0
[10759],['US'],en,3.562,6.5,2,1961.0
"[18, 9648]",['KR'],ko,3.7786,7.23,50,2025.0
"[10765, 35, 10762]",['US'],en,3.0325,7.3,23,1987.0
"[18, 10765, 9648]",['KR'],ko,2.9288,7.655,650,2021.0
[18],['KR'],ko,3.5635,1.0,1,2017.0
"[16, 10759, 10765, 10762]",['US'],en,2.8492,7.273,86,1998.0
"[16, 35]",['JP'],ja,3.4227,6.0,21,2023.0
[10766],['KR'],ko,3.6369,6.3,3,2020.0
"[16, 35, 10765]",['JP'],ja,3.7182,7.733,86,2023.0
[16],['JP'],ja,3.3306,8.0,5,1980.0
"[18, 9648]",['JP'],ja,3.1112,6.5,19,2022.0
"[80, 18, 10751, 9648, 10766]",['KR'],ko,3.3677,3.5,19,2016.0
[],['IL'],he,3.8315,0.0,0,1983.0
[10764],['US'],en,3.4807,4.2,50,2003.0
[35],['GB'],en,3.4905,7.1,24,1984.0
"[35, 10751]",['US'],en,4.1015,6.7,65,2019.0
"[18, 35]",['PH'],tl,3.762,0.0,0,1999.0
"[80, 10759]",['FR'],fr,3.826,7.1,174,2021.0
[10764],['KR'],ko,3.4615,0.0,0,2007.0
[18],['GB'],en,3.0869,5.2,4,1981.0
[10764],['DE'],de,3.3568,3.8,5,1980.0
"[18, 10766]",['CN'],zh,2.4234,6.2,8,2021.0
"[35, 18]",['KR'],ko,3.123,7.125,40,2025.0
"[10759, 16, 10762]",['US'],en,3.428,6.4,17,2015.0
"[35, 80]",['US'],en,2.833,6.738,82,2017.0
"[18, 80, 9648]",['GB'],en,3.4017,6.6,105,2017.0
[99],['US'],en,3.3992,5.6,12,2001.0
[35],['BR'],pt,4.3129,6.8,2,2015.0
"[18, 9648]",['GB'],en,3.9172,7.6,5,2004.0
"[18, 35]",['KR'],ko,3.3522,7.6,20,2024.0
"[16, 9648, 18]",['JP'],ja,4.2259,7.296,54,2021.0
[99],['DE'],de,3.4679,0.0,0,2014.0
[10767],['US'],en,3.7845,7.0,5,1957.0
"[16, 35]",['JP'],ja,3.7156,8.5,232,2020.0
"[16, 35]",['JP'],ja,3.4056,7.7,17,2014.0
"[10767, 35]",['GB'],en,3.4214,4.9,15,2009.0
"[18, 35]",['PH'],tl,3.6338,8.5,2,2015.0
"[16, 35]",['JP'],ja,3.4784,7.3,30,2023.0
"[18, 35]",['US'],en,4.1184,6.1,8,1987.0
"[35, 18, 10751]",['BA'],bs,3.079,10.0,1,2002.0
"[18, 10751]",['CN'],zh,2.8258,0.0,0,2013.0
[18],['CN'],zh,3.2115,7.0,5,2002.0
"[16, 35]",['JP'],ja,3.4712,7.821,67,2024.0
"[35, 80, 18]",['GB'],en,3.2417,6.7,45,2019.0
[99],['US'],en,4.2325,8.3,2,1992.0
"[80, 18]",['KR'],ko,3.6545,7.9,10,2025.0
"[10751, 35, 18]",['US'],en,4.5197,6.3,19,2012.0
"[10759, 9648, 80, 18]",['RU'],ru,3.6448,8.9,11,2000.0
"[10759, 18]",['US'],en,3.8141,7.1,261,1990.0
[10764],['US'],en,3.4615,7.5,4,2020.0
[18],['US'],en,3.7998,6.8,120,2016.0
[35],['GB'],en,4.0088,6.6,40,1991.0
"[16, 10762]","['CA', 'GB']",en,3.5729,3.2,4,2009.0
"[18, 10765]",['JP'],ja,3.0635,7.6,23,1988.0
"[9648, 10759, 16, 10765]",['JP'],ja,3.0827,8.0,94,2017.0
[18],['CO'],es,3.5766,7.7,1467,2015.0
"[35, 18]",['US'],en,3.3803,6.2,54,2018.0
"[10766, 18]",['BR'],pt,3.2495,7.6,8,1989.0
"[9648, 80, 18, 35]",['GB'],en,3.9399,7.8,72,2024.0
[18],['MX'],es,3.3859,8.2,2331,2020.0
"[18, 10764]","['DK', 'IN']",ml,3.5955,10.0,1,2021.0
[10767],['US'],en,3.1584,5.0,1,2003.0
"[18, 35, 10765]",['KR'],ko,3.0266,7.4,28,2023.0
"[16, 10759, 10765]",['US'],en,3.5032,6.0,26,1999.0
"[16, 9648, 10762, 35]",['US'],en,3.3024,7.3,31,2002.0
[18],['IN'],hi,3.2888,0.0,0,2017.0
"[16, 10765, 35]",['JP'],ja,3.2495,7.1,18,2008.0
[18],['US'],en,3.4431,6.8,79,2022.0
"[18, 80]",['KR'],ko,3.6771,8.0,3,2025.0
"[10759, 16, 18, 10765, 10768]",['CN'],zh,3.3764,9.3,7,2017.0
"[18, 35]",['JP'],ja,3.1466,5.3,6,2015.0
"[10762, 16, 18, 10759, 10751]","['CA', 'US']",en,3.2278,7.8,52,2013.0
"[18, 35]",['KR'],ko,3.1176,8.2,111,2023.0
"[18, 10751]",['US'],en,3.7333,8.3,39,1985.0
"[35, 18, 10751, 10762, 10766]",['AR'],es,3.5038,0.0,0,2006.0
[10764],['MX'],es,3.5503,7.6,80,2023.0
"[10764, 99, 80]",['DE'],de,3.279,8.1,8,1967.0
[],[],ar,3.2632,7.0,1,2016.0
"[16, 35, 10762]",['CA'],en,3.8406,5.8,23,2007.0
"[10759, 9648]",['IN'],en,2.2372,10.0,2,2017.0
[18],['KR'],ko,3.6659,7.96,62,2018.0
"[18, 10766]",['BR'],pt,3.7452,8.2,14,2011.0
"[10762, 10751, 10765]",['DK'],da,3.3353,7.1,9,2014.0
[18],['CN'],zh,3.3339,7.0,1,2025.0
[18],['MX'],es,3.1748,2.0,1,1989.0
"[18, 9648]",['KR'],ko,3.2483,5.7,23,2023.0
"[16, 35, 10759, 10765]",['JP'],ja,3.6147,7.889,157,2021.0
[35],['US'],en,3.3133,6.9,29,2024.0
[35],['US'],en,3.0176,6.2,46,2017.0
"[16, 35, 10751]",['US'],en,3.5326,7.6,260,2022.0
"[9648, 18]",['CN'],zh,2.9379,0.0,0,2017.0
"[9648, 80, 18]",['CN'],zh,3.5534,9.0,6,2024.0
"[16, 10762]",['CN'],zh,3.0751,0.0,0,2022.0
"[99, 9648]",['US'],en,3.3796,8.1,20,1977.0
"[18, 35]",['KR'],ko,3.6526,7.911,45,2025.0
[10751],['DK'],da,4.0718,0.0,0,2014.0
"[80, 9648]",['TR'],tr,3.2533,8.0,13,2010.0
"[10751, 35]",['CA'],en,3.3662,7.1,27,2005.0
"[99, 10764]",['GB'],en,3.6814,8.3,116,2004.0
[99],['US'],en,3.5783,7.7,82,2013.0
[18],['GB'],en,3.3924,7.7,134,2006.0
"[16, 35, 18]",['JP'],ja,3.3187,7.6,142,2009.0
"[16, 10765]",['CN'],zh,3.5164,8.2,62,2020.0
"[16, 10762]",['US'],en,3.6149,7.2,19,2018.0
"[18, 80]","['FR', 'IT', 'US', 'ES', 'GB']",en,3.4279,7.4,161,2021.0
"[10766, 18]",['CL'],es,3.786,0.0,0,2011.0
"[35, 10751, 18]",['EG'],ar,3.1788,5.0,2,2015.0
[18],['HK'],cn,3.8592,0.0,0,1978.0
"[16, 18, 10762]",['JP'],ja,3.1321,7.6,43,1979.0
"[35, 18]",['JP'],ja,3.868,6.7,19,2020.0
"[99, 10763, 10768]",['US'],en,3.4013,7.0,75,2013.0
"[10765, 35, 10751]",['XC'],cs,3.2037,8.3,37,1980.0
[],['MX'],es,3.2664,8.0,4,2025.0
[18],['BR'],pt,3.6304,8.1,211,2024.0
"[18, 10768]",['TR'],tr,3.5642,7.7,3,2023.0
[18],['MX'],es,2.488,5.2,4,1997.0
"[9648, 18, 10765]",['TR'],tr,3.1832,7.4,181,2019.0
"[35, 10765]",['US'],en,3.6428,6.3,34,1967.0
"[9648, 80, 35]",['JP'],ja,3.4692,7.9,11,2024.0
"[35, 10767]",['US'],en,3.6291,10.0,1,2021.0
"[35, 18]",['KR'],ko,3.4286,3.0,1,2010.0
[35],['RU'],ru,3.9061,8.2,22,2014.0
"[16, 10751, 10759, 35, 10762]",['MX'],en,3.6363,7.9,320,2021.0
[18],['LB'],ar,3.7739,7.0,1,2025.0
[18],['US'],en,4.1705,7.2,267,2018.0
"[16, 10759, 10765, 10762, 18]",['JP'],ja,3.0997,3.5,2,2020.0
[10764],['US'],en,2.7422,6.6,77,2016.0
"[18, 80, 9648]",['DK'],da,3.4605,6.0,43,2019.0
"[80, 18]","['ES', 'PT']",es,3.5784,6.4,25,2022.0
"[10751, 10764]",['NL'],nl,3.3659,9.5,1,2013.0
"[18, 35]",['CN'],zh,3.2641,8.2,14,2023.0
"[16, 10759, 10765]",['JP'],ja,3.2643,7.0,29,2019.0
[18],['DE'],de,3.5676,1.0,1,1992.0
[18],['IN'],hi,3.7583,0.0,0,2007.0
"[10765, 18]",['PH'],tl,4.2035,0.0,0,2011.0
[10764],['DK'],da,3.5767,0.0,0,2011.0
"[10768, 18]",['US'],en,3.4554,0.0,0,1958.0
[10764],['XG'],de,3.8633,1.8,2,1972.0
[18],['ES'],ca,3.7562,7.1,16,2015.0
"[18, 9648]",['US'],en,3.3003,7.4,348,2021.0
"[35, 18, 9648]",['DK'],da,3.4449,7.602,64,1994.0
"[18, 80]",['US'],en,3.2519,7.3,73,2024.0
